Brown,Quinnipiac,5,-2.12,-5.04,
Bradley,Southern Illinois,9,-5.86,-0.89,
Brigham Young,Santa Clara,30,7.93,2.10,
Longwood,Campbell,2,-13.37,0.50,
Long Island University,Mount St. Mary's,-2,1.83,-1.45,
Louisiana State,Vanderbilt,-7,-7.65,1.81,
Mississippi,Kentucky,-23,1.70,15.59,
Loyola Marymount,Saint Mary's (CA),-12,-0.26,15.44,
Gardner-Webb,High Point,-7,6.45,0.89,
Eastern Michigan,Long Beach State,26,5.11,-4.17,
Fairleigh Dickinson,Saint Francis (PA),12,-2.15,0.81,
Gonzaga,Pepperdine,30,23.71,-10.89,
Illinois State,Evansville,12,8.44,1.76,
IPFW,Western Illinois,-2,9.86,-4.60,
Hawaii,Delaware State,11,0.65,-7.29,
Navy,Bucknell,-4,2.04,6.79,
New Mexico State,Texas-El Paso,9,11.00,0.23,
Oklahoma,Baylor,-26,-1.42,11.22,
Lafayette,Colgate,-10,-8.92,-3.96,
Kansas State,Texas,3,6.70,-0.41,
Massachusetts,St. Bonaventure,-12,0.85,5.12,
Michigan State,Northwestern,9,2.56,8.22,
Memphis,South Carolina,16,6.22,8.93,
Saint Louis,Rhode Island,-34,-9.19,7.50,
Saint Joseph's,George Washington,5,-3.08,-1.12,
Texas Christian,Kansas,-6,5.44,10.74,
Stanford,Arizona State,-5,-0.62,-2.32,
Oregon,Southern California,23,15.14,5.70,
Oklahoma State,West Virginia,-17,8.44,18.85,
Oregon State,UCLA,-13,-8.59,16.56,
Pennsylvania,Fairfield,6,0.68,0.84,
Buffalo,Maine,19,4.15,-9.28,
University of California,Arizona,-5,6.92,11.39,
Central Michigan,Chicago State,8,4.04,-12.86,
UC-Santa Barbara,Seattle,-4,-11.80,-0.27,
Army,Lehigh,-7,-0.46,4.65,
American,Loyola (MD),-2,-7.35,-2.54,
Bowling Green State,Norfolk State,9,-3.00,-1.96,
Boston University,Holy Cross,6,3.78,-2.21,
Harvard,Howard,21,6.39,-9.22,
Idaho,Eastern Washington,-7,1.16,2.93,
Iowa State,Texas Tech,7,10.00,8.56,
Illinois-Chicago,Valparaiso,-11,2.15,6.89,
Columbia,Albany (NY),-3,0.70,5.07,
Dayton,La Salle,11,11.27,0.20,
George Mason,Virginia Commonwealth,-9,4.81,9.56,
Fordham,Duquesne,-3,-1.81,-3.35,
Old Dominion,Rice,6,3.27,7.30,
Oakland,Northern Kentucky,11,7.96,4.32,
Pacific,Gonzaga,-20,-4.69,23.71,
Northern Arizona,Southern Utah,-13,-7.81,-7.30,
Northwestern State,McNeese State,-7,-3.88,-8.96,
Princeton,Cal Poly,29,9.26,-6.00,
Sacred Heart,Saint Francis (PA),-20,-3.14,0.81,
Sacramento State,North Dakota,-8,-4.08,7.96,
Portland State,Northern Colorado,-14,4.52,-3.65,
Pittsburgh,Notre Dame,-1,0.22,9.82,
Portland,Pepperdine,13,-5.93,-10.89,
Murray State,Tennessee State,9,4.11,3.93,
Nevada-Las Vegas,Wyoming,6,-4.42,2.04,
New Orleans,Texas A&M-Corpus Christi,1,3.24,2.08,
Montana,Weber State,-3,1.18,7.92,
Mount St. Mary's,Wagner,1,-1.45,2.85,
Montana State,Idaho State,17,0.79,-9.88,
North Dakota State,Nebraska-Omaha,12,4.48,-0.85,
Northeastern,William & Mary,20,1.43,5.15,
North Carolina-Greensboro,Samford,-11,6.79,3.68,
Nicholls State,Incarnate Word,10,-5.22,-3.69,
North Carolina-Asheville,Gardner-Webb,5,9.86,6.45,
Tulsa,Connecticut,2,-2.50,2.28,
Virginia,Florida State,-2,11.85,12.19,
Towson,North Carolina-Wilmington,-9,5.28,10.52,
Texas-Arlington,Coastal Carolina,21,8.58,-0.59,
Texas State,Appalachian State,9,4.04,-0.76,
Winthrop,Radford,-2,8.15,-5.14,
Wofford,Mercer,17,3.34,2.75,
Youngstown State,Green Bay,-13,-5.03,3.78,
Virginia Tech,Duke,14,5.19,13.41,
Wake Forest,Clemson,-5,4.85,3.46,
Western Carolina,Chattanooga,-16,-13.39,8.04,
South Dakota State,South Dakota,1,-1.10,3.93,
South Florida,Houston,-14,-9.62,10.93,
Southeast Missouri State,Eastern Kentucky,33,0.41,-4.83,
Saint Mary's (CA),San Diego,12,15.44,-4.46,
Santa Clara,San Francisco,14,2.10,5.07,
Stephen F. Austin,Houston Baptist,10,1.62,1.36,
Tennessee-Martin,Morehead State,4,2.07,2.56,
St. Francis (NY),Central Connecticut State,9,-11.69,-10.37,
Southeastern Louisiana,Abilene Christian,22,2.93,-1.28,
Southern Illinois-Edwardsville,Tennessee Tech,-6,-8.86,-0.45,
Creighton,Villanova,-10,12.35,14.82,
Dartmouth,New Hampshire,1,-6.74,6.07,
Davidson,Richmond,-2,3.68,1.50,
Charleston Southern,Liberty,-11,-0.89,3.86,
Charlotte,North Texas,25,-4.28,-4.96,
Cleveland State,Milwaukee,9,-4.64,-5.36,
East Tennessee State,Virginia Military Institute,27,11.29,-8.96,
Eastern Illinois,Jacksonville State,-1,3.75,0.86,
East Carolina,Southern Methodist,-31,-1.63,14.21,
Delaware,Hofstra,-2,-6.38,0.17,
Detroit Mercy,Wright State,-13,-7.88,4.71,
Austin Peay,Belmont,-5,-6.75,7.16,
Boise State,Colorado State,1,5.40,5.44,
Brown,Stony Brook,-3,-2.12,1.33,
Air Force,Utah State,5,-0.22,1.74,
Arkansas-Little Rock,Louisiana-Monroe,4,0.85,-2.89,
Arkansas State,Louisiana-Lafayette,3,5.59,5.93,
Central Arkansas,Sam Houston State,2,-9.04,3.86,
Central Florida,Temple,24,6.78,-0.59,
Campbell,Presbyterian,11,0.50,-13.00,
UC-Davis,Utah Valley,14,1.59,2.35,
UC-Riverside,Grand Canyon,20,-3.44,5.11,
Jacksonville,South Carolina State,4,2.97,-11.93,
James Madison,Drexel,11,-3.83,-2.83,
IUPUI,Western Illinois,18,-0.48,-4.60,
Iona,Marist,13,4.14,-10.79,
IPFW,Oral Roberts,11,9.86,-4.97,
Missouri State,Indiana State,6,5.62,-2.81,
Monmouth,Rider,-3,7.64,-1.11,
Miami (FL),North Carolina State,18,7.88,-1.18,
Long Island University,Bryant,11,1.83,-3.24,
Loyola Marymount,Brigham Young,-5,-0.26,7.93,
Florida International,Marshall,-24,-3.59,1.96,
Fresno State,Nevada,1,3.56,7.48,
Elon,College of Charleston,-12,3.28,4.59,
Fairleigh Dickinson,Robert Morris,4,-2.15,-3.90,
Florida Atlantic,Western Kentucky,-15,-1.84,-3.81,
Georgia Tech,North Carolina,12,1.12,15.89,
High Point,Longwood,-5,0.89,-13.37,
Furman,Citadel,15,9.21,-5.89,
Georgetown,Xavier,-5,4.42,4.11,
Georgia Southern,Georgia State,23,4.52,4.62,
Seton Hall,Marquette,3,2.96,7.77,
Southern Illinois,Drake,14,-0.89,-5.36,
San Diego State,New Mexico,-6,6.52,1.96,
Purdue,Minnesota,-9,15.26,6.88,
Rutgers,Penn State,-13,-0.64,0.41,
Washington,Washington State,-5,-3.11,-6.04,
Utah,Colorado,16,11.42,3.57,
Wichita State,Bradley,34,19.34,-5.86,
Southern Mississippi,Louisiana Tech,-24,-10.00,11.39,
Stanford,Arizona,-39,-0.62,11.39,
Texas-San Antonio,Texas-El Paso,12,-4.19,0.23,
Cincinnati,Tulane,36,14.93,-8.69,
DePaul,St. John's (NY),-6,-5.04,0.63,
Evansville,Northern Iowa,12,1.76,-1.48,
University of California,Arizona State,16,6.92,-2.32,
Boston College,Syracuse,15,-3.56,6.26,
Butler,Providence,17,8.58,3.78,
Maryland,Nebraska,-2,8.73,-0.15,
Loyola (IL),Illinois State,-22,7.32,8.44,
Middle Tennessee,Alabama-Birmingham,11,10.93,2.59,
Illinois,Ohio State,5,1.81,3.54,
Iowa,Michigan,3,2.33,8.96,
North Carolina-Greensboro,Chattanooga,5,6.79,8.04,
Nicholls State,Texas A&M-Corpus Christi,4,-5.22,2.08,
Old Dominion,North Texas,7,3.27,-4.96,
North Carolina-Wilmington,Elon,16,10.52,3.28,
Marist,Manhattan,2,-10.79,-7.64,
Maine,Columbia,-25,-9.28,0.70,
McNeese State,Stephen F. Austin,15,-8.96,1.62,
Niagara,Quinnipiac,-3,-3.72,-5.04,
Missouri-Kansas City,South Carolina Upstate,-9,-1.29,2.33,
Saint Peter's,Monmouth,10,4.33,7.64,
Vermont,Harvard,11,10.31,6.39,
Texas State,Coastal Carolina,-7,4.04,-0.59,
Yale,Hartford,16,5.36,-9.97,
Wofford,Citadel,-1,3.34,-5.89,
Western Carolina,Samford,-5,-13.39,3.68,
Southeastern Louisiana,Incarnate Word,11,2.93,-3.69,
South Alabama,Troy,1,0.69,6.81,
Southern,Prairie View,2,-0.33,-6.48,
Texas-Arlington,Appalachian State,15,8.58,-0.76,
Tennessee State,Kennesaw State,-3,3.93,-1.17,
Loyola (MD),Lafayette,-9,-2.54,-8.92,
Boston University,Lehigh,14,3.78,4.65,
Arkansas State,Louisiana-Monroe,31,5.59,-2.89,
Central Arkansas,Lamar,-3,-9.04,6.33,
Bucknell,Army,8,6.79,-0.46,
Canisius,Siena,3,1.36,-0.66,
Albany (NY),Cornell,10,5.07,-5.32,
Alabama State,Grambling,4,-7.64,-3.70,
Alabama A&M,Jackson State,-12,-17.58,-3.41,
Arkansas-Pine Bluff,Mississippi Valley State,14,-10.11,-15.41,
Arkansas-Little Rock,Louisiana-Lafayette,-17,0.85,5.93,
Alcorn State,Texas Southern,-2,0.80,-0.23,
Charlotte,Rice,-19,-4.28,7.30,
Hofstra,William & Mary,-2,0.17,5.15,
Furman,Mercer,2,9.21,2.75,
Florida International,Western Kentucky,-3,-3.59,-3.81,
James Madison,Towson,20,-3.83,5.28,
Holy Cross,Navy,1,-2.21,2.04,
Delaware,College of Charleston,-9,-6.38,4.59,
Colgate,American,-3,-3.96,-7.35,
Drexel,Northeastern,-5,-2.83,1.43,
Florida Atlantic,Marshall,-17,-1.84,1.96,
Fairfield,Iona,6,0.84,4.14,
Ohio,Western Michigan,31,7.92,-1.69,
Rhode Island,Saint Joseph's,30,7.50,-3.08,
Miami (OH),Northern Illinois,2,-3.26,2.37,
Mississippi State,Alabama,-10,2.31,4.19,
St. Bonaventure,Dayton,-16,5.12,11.27,
Toledo,Buffalo,32,3.19,4.15,
Wake Forest,Boston College,13,4.85,-3.56,
Tennessee,Arkansas,-4,3.44,6.44,
Texas Tech,West Virginia,1,8.56,18.85,
Texas Christian,Oklahoma,3,5.44,-1.42,
Liberty,North Carolina-Asheville,-13,3.86,9.86,
Dartmouth,Cal State Bakersfield,-4,-6.74,9.19,
Eastern Michigan,Central Michigan,22,5.11,4.04,
Akron,Bowling Green State,5,7.70,-3.00,
Central Florida,East Carolina,3,6.78,-1.63,
Clemson,North Carolina,-3,3.46,15.89,
Florida,Mississippi,7,13.67,1.70,
Kent State,Ball State,10,4.93,4.59,
Kentucky,Texas A&M,42,15.59,3.69,
Indiana,Wisconsin,-7,8.59,12.65,
Kansas,Kansas State,2,10.74,6.70,
Notre Dame,Louisville,7,9.82,13.67,
Pittsburgh,Virginia,12,0.22,11.85,
NJIT,Brown,2,-1.28,-2.12,
North Carolina State,Virginia Tech,26,-1.18,5.19,
Radford,Gardner-Webb,-11,-5.14,6.45,
Richmond,Fordham,8,1.50,-1.81,
Providence,Georgetown,6,3.78,4.42,
Morgan State,Norfolk State,2,-4.60,-1.96,
Missouri,Louisiana State,-11,-2.69,-7.65,
Nebraska-Omaha,IPFW,-2,-0.85,9.86,
Nevada-Las Vegas,Boise State,-18,-4.42,5.40,
Niagara,Siena,5,-3.72,-0.66,
Nevada,San Diego State,3,7.48,6.52,
Vanderbilt,Auburn,19,1.81,0.30,
Texas,Oklahoma State,3,-0.41,8.44,
Utah State,New Mexico,4,1.74,1.96,
Washington,Oregon,-22,-3.11,15.14,
Western Illinois,South Dakota State,8,-4.60,-1.10,
Wichita State,Drake,25,19.34,-5.36,
Washington State,Oregon State,13,-6.04,-8.59,
Southern,Texas Southern,-8,-0.33,-0.23,
San Jose State,Colorado State,-5,0.64,5.44,
Savannah State,Bethune-Cookman,13,-8.24,-7.50,
Southern Illinois,Indiana State,6,-0.89,-2.81,
St. John's (NY),Creighton,-13,0.63,12.35,
Syracuse,Miami (FL),15,6.26,7.88,
Southern Methodist,Temple,14,14.21,-0.59,
Canisius,Quinnipiac,6,1.36,-5.04,
UC-Irvine,Long Beach State,15,5.11,-4.17,
Campbell,Charleston Southern,10,0.50,-0.89,
Coppin State,South Carolina State,16,-13.75,-11.93,
Duke,Georgia Tech,53,13.41,1.12,
Duquesne,Virginia Commonwealth,-7,-3.35,9.56,
Denver,South Dakota,-6,3.08,3.93,
Alcorn State,Prairie View,11,0.80,-6.48,
Alabama A&M,Grambling,-2,-17.58,-3.70,
Alabama State,Jackson State,-3,-7.64,-3.41,
Baylor,Iowa State,2,11.22,10.00,
Cal State Northridge,UC-Riverside,6,-2.32,-3.44,
UC-Davis,UC-Santa Barbara,26,1.59,-11.80,
Butler,Villanova,8,8.58,14.82,
La Salle,Saint Louis,21,0.20,-9.19,
Howard,Florida A&M,-12,-9.22,-6.92,
Illinois State,Missouri State,3,8.44,5.62,
Longwood,Presbyterian,3,-13.37,-13.00,
Michigan,Penn State,3,8.96,0.41,
Michigan State,Rutgers,28,2.56,-0.64,
Loyola (IL),Northern Iowa,11,7.32,-1.48,
George Mason,Massachusetts,5,4.81,0.85,
Evansville,Bradley,-11,1.76,-5.86,
Fresno State,Wyoming,15,3.56,2.04,
Georgia,South Carolina,-6,2.59,8.93,
High Point,Winthrop,-6,0.89,8.15,
Houston,Tulsa,3,10.93,-2.50,
Hampton,North Carolina A&T,15,-2.52,-12.63,
Northern Colorado,Southern Utah,-2,-3.65,-7.30,
Northeastern,Delaware,36,1.43,-6.38,
Northern Kentucky,Youngstown State,13,4.32,-5.03,
North Dakota State,IUPUI,4,4.48,-0.48,
North Texas,Alabama-Birmingham,-2,-4.96,2.59,
Pepperdine,Loyola Marymount,1,-10.89,-0.26,
Ohio State,Purdue,-1,3.54,15.26,
Northwestern,Minnesota,-4,8.22,6.88,
Morehead State,Eastern Illinois,10,2.56,3.75,
Mercer,Virginia Military Institute,18,2.75,-8.96,
Memphis,Connecticut,9,6.22,2.28,
Missouri-Kansas City,New Mexico State,-13,-1.29,11.00,
North Dakota,Northern Arizona,5,7.96,-7.81,
Navy,Boston University,-18,2.04,3.78,
New Hampshire,Stony Brook,-3,6.07,1.33,
Nebraska,Iowa,3,-0.15,2.33,
Rice,Middle Tennessee,-3,7.30,10.93,
Tennessee Tech,Austin Peay,9,-0.45,-6.75,
UCLA,University of California,10,16.56,6.92,
Southern Mississippi,Texas-San Antonio,18,-10.00,-4.19,
Tennessee State,Southeast Missouri State,3,3.93,0.41,
William & Mary,Elon,3,5.15,3.28,
Wright State,Cleveland State,4,4.71,-4.64,
Wagner,Fairleigh Dickinson,-1,2.85,-2.15,
Western Kentucky,Charlotte,2,-3.81,-4.28,
Saint Mary's (CA),Brigham Young,13,15.44,7.93,
Samford,Furman,-10,3.68,9.21,
Robert Morris,Long Island University,-11,-3.90,1.83,
Saint Francis (PA),St. Francis (NY),25,0.81,-11.69,
Santa Clara,Portland,28,2.10,-5.93,
Southern California,Stanford,16,5.70,-0.62,
San Diego,Pacific,-3,-4.46,-4.69,
San Francisco,Gonzaga,-15,5.07,23.71,
Citadel,East Tennessee State,-44,-5.89,11.29,
Colgate,Holy Cross,-6,-3.96,-2.21,
Chattanooga,Wofford,11,8.04,3.34,
Chicago State,Texas-Rio Grande Valley,-19,-12.86,-3.61,
Eastern Kentucky,Southern Illinois-Edwardsville,17,-4.83,-8.86,
Eastern Washington,Montana State,18,2.93,0.79,
College of Charleston,Towson,5,4.59,5.28,
Drexel,North Carolina-Wilmington,-18,-2.83,10.52,
Arizona,Utah,10,11.39,11.42,
Arizona State,Colorado,1,-2.32,3.57,
Abilene Christian,Central Arkansas,-5,-1.28,-9.04,
American,Bucknell,-9,-7.35,6.79,
Cal State Fullerton,Hawaii,3,1.96,0.65,
Central Connecticut State,Sacred Heart,-2,-10.37,-3.14,
Belmont,Tennessee-Martin,16,7.16,2.07,
Bryant,Mount St. Mary's,1,-3.24,-1.45,
Maine,Vermont,-13,-9.28,10.31,
Manhattan,Fairfield,-18,-7.64,0.84,
Louisiana Tech,Texas-El Paso,20,11.39,0.23,
Massachusetts-Lowell,Albany (NY),6,-2.57,5.07,
McNeese State,Sam Houston State,-7,-8.96,3.86,
Marshall,Old Dominion,4,1.96,3.27,
Maryland-Baltimore County,Binghamton,14,4.74,-2.66,
Idaho,Montana,-13,1.16,1.18,
Incarnate Word,Northwestern State,4,-3.69,-3.88,
Hofstra,James Madison,-8,0.17,-3.83,
George Washington,Davidson,4,-1.12,3.68,
Houston Baptist,Southeastern Louisiana,7,1.36,2.93,
Lamar,New Orleans,-4,6.33,3.24,
Lafayette,Army,5,-8.92,-0.46,
Lehigh,Loyola (MD),-1,4.65,-2.54,
Jacksonville State,Murray State,-13,0.86,4.11,
Monmouth,Iona,18,7.64,4.14,
Marist,Rider,-11,-10.79,-1.11,
Valparaiso,Oakland,-12,6.89,7.96,
Ohio,Kent State,18,7.92,4.93,
Dayton,Rhode Island,3,11.27,7.50,
Akron,Western Michigan,7,7.70,-1.69,
Illinois-Chicago,Detroit Mercy,14,2.15,-7.88,
Green Bay,Milwaukee,6,3.78,-5.36,
Notre Dame,Clemson,5,9.82,3.46,
Northern Kentucky,Cleveland State,8,4.32,-4.64,
Portland State,Sacramento State,7,4.52,-4.08,
Pepperdine,San Diego,-8,-10.89,-4.46,
Northeastern,James Madison,10,1.43,-3.83,
North Texas,Middle Tennessee,-11,-4.96,10.93,
Northern Illinois,Central Michigan,4,2.37,4.04,
Northern Colorado,Northern Arizona,4,-3.65,-7.81,
Quinnipiac,Manhattan,9,-5.04,-7.64,
Providence,Creighton,-14,3.78,12.35,
Rice,Alabama-Birmingham,-7,7.30,2.59,
Robert Morris,St. Francis (NY),4,-3.90,-11.69,
Presbyterian,Radford,-13,-13.00,-5.14,
Prairie View,Texas Southern,-5,-6.48,-0.23,
Princeton,Pennsylvania,9,9.26,0.68,
Mercer,East Tennessee State,-9,2.75,11.29,
Marshall,Charlotte,17,1.96,-4.28,
Mississippi Valley State,Alabama A&M,-3,-15.41,-17.58,
Michigan,Maryland,-7,8.96,8.73,
Louisiana State,Mississippi State,-17,-7.65,2.31,
Louisiana-Lafayette,Louisiana-Monroe,9,5.93,-2.89,
Loyola Marymount,Santa Clara,10,-0.26,2.10,
Louisiana Tech,Texas-San Antonio,-1,11.39,-4.19,
North Carolina A&T,Delaware State,-2,-12.63,-7.29,
North Carolina-Asheville,High Point,30,9.86,0.89,
North Dakota,Southern Utah,30,7.96,-7.30,
North Carolina-Greensboro,Western Carolina,19,6.79,-13.39,
Missouri State,Southern Illinois,-8,5.62,-0.89,
Missouri-Kansas City,Texas-Rio Grande Valley,4,-1.29,-3.61,
New Mexico,Nevada,-1,1.96,7.48,
Morehead State,Southern Illinois-Edwardsville,8,2.56,-8.86,
Saint Francis (PA),Long Island University,-13,0.81,1.83,
Villanova,Marquette,12,14.82,7.77,
Utah State,Nevada-Las Vegas,16,1.74,-4.42,
Wagner,Sacred Heart,11,2.85,-3.14,
Virginia Commonwealth,Massachusetts,17,9.56,0.85,
Texas A&M-Corpus Christi,Northwestern State,17,2.08,-3.88,
Tennessee Tech,Murray State,4,-0.45,4.11,
Toledo,Miami (OH),15,3.19,-3.26,
Texas State,Texas-Arlington,8,4.04,8.58,
Winthrop,Longwood,18,8.15,-13.37,
Wright State,Youngstown State,-5,4.71,-5.03,
Western Kentucky,Old Dominion,-12,-3.81,3.27,
Xavier,St. John's (NY),15,4.11,0.63,
Washington State,Oregon,-19,-6.04,15.14,
Washington,Oregon State,26,-3.11,-8.59,
Western Illinois,Oral Roberts,15,-4.60,-4.97,
West Virginia,Texas Christian,12,18.85,5.44,
South Carolina,Texas A&M,11,8.93,3.69,
Siena,Saint Peter's,2,-0.66,4.33,
South Dakota,IUPUI,11,3.93,-0.48,
South Carolina Upstate,NJIT,10,2.33,-1.28,
San Francisco,Saint Mary's (CA),-11,5.07,15.44,
Sam Houston State,Nicholls State,13,3.86,-5.22,
Seton Hall,DePaul,31,2.96,-5.04,
San Jose State,Fresno State,7,0.64,3.56,
Syracuse,Pittsburgh,11,6.26,0.22,
Stetson,Florida Gulf Coast,-1,-4.77,9.76,
Tennessee State,Tennessee-Martin,11,3.93,2.07,
Temple,East Carolina,19,-0.59,-1.63,
Southern Methodist,South Florida,19,14.21,-9.62,
South Dakota State,Nebraska-Omaha,-8,-1.10,-0.85,
St. Bonaventure,George Mason,10,5.12,4.81,
Southern Mississippi,Texas-El Paso,8,-10.00,0.23,
Long Beach State,UC-Riverside,6,-4.17,-3.44,
Citadel,Virginia Military Institute,5,-5.89,-8.96,
Coastal Carolina,Arkansas State,15,-0.59,5.59,
College of Charleston,Hofstra,6,4.59,0.17,
Central Connecticut State,Mount St. Mary's,-9,-10.37,-1.45,
UC-Davis,Cal Poly,4,1.59,-6.00,
UC-Irvine,Hawaii,28,5.11,0.65,
Chicago State,New Mexico State,-16,-12.86,11.00,
Chattanooga,Furman,16,8.04,9.21,
Eastern Kentucky,Eastern Illinois,-14,-4.83,3.75,
Duke,Boston College,11,13.41,-3.56,
Elon,Towson,11,3.28,5.28,
Eastern Michigan,Buffalo,-9,5.11,4.15,
Eastern Washington,Montana,-6,2.93,1.18,
Dartmouth,Harvard,-16,-6.74,6.39,
Colorado State,Air Force,27,5.44,-0.22,
Columbia,Howard,18,0.70,-9.22,
Delaware,North Carolina-Wilmington,-10,-6.38,10.52,
Arkansas-Pine Bluff,Alabama State,8,-10.11,-7.64,
Arizona State,Utah,-6,-2.32,11.42,
Ball State,Bowling Green State,-5,4.59,-3.00,
Auburn,Mississippi,-3,0.30,1.70,
Alabama,Vanderbilt,3,4.19,1.81,
Abilene Christian,Stephen F. Austin,9,-1.28,1.62,
Arizona,Colorado,9,11.39,3.57,
Appalachian State,Arkansas-Little Rock,-8,-0.76,0.85,
Brigham Young,Pacific,29,7.93,-4.69,
Bradley,Loyola (IL),-16,-5.86,7.32,
Cal State Fullerton,Cal State Northridge,-5,1.96,-2.32,
Cal State Bakersfield,Seattle,7,9.19,-0.27,
Belmont,Southeast Missouri State,12,7.16,0.41,
Baylor,Oklahoma State,4,11.22,8.44,
Boise State,San Diego State,12,5.40,6.52,
Bethune-Cookman,Morgan State,-6,-7.50,-4.60,
Indiana State,Illinois State,-19,-2.81,8.44,
Iowa State,Texas,9,10.00,-0.41,
IPFW,Denver,4,9.86,3.08,
Jacksonville,North Florida,-16,2.97,-1.13,
Incarnate Word,New Orleans,-15,-3.69,3.24,
Idaho State,Weber State,-12,-9.88,7.92,
Indiana,Illinois,16,8.59,1.81,
La Salle,Duquesne,7,0.20,-3.35,
Lamar,Southeastern Louisiana,20,6.33,2.93,
Lipscomb,Kennesaw State,3,6.87,-1.17,
Liberty,Campbell,7,3.86,0.50,
Kansas State,Oklahoma,11,6.70,-1.42,
Jacksonville State,Austin Peay,3,0.86,-6.75,
Kansas,Texas Tech,17,10.74,8.56,
Kentucky,Arkansas,26,15.59,6.44,
Idaho,Montana State,2,1.16,0.79,
Fordham,Saint Joseph's,-15,-1.81,-3.08,
Florida State,Virginia Tech,15,12.19,5.19,
Georgetown,Butler,-9,4.42,8.58,
Gardner-Webb,Charleston Southern,4,6.45,-0.89,
Florida,Tennessee,13,13.67,3.44,
Fairleigh Dickinson,Bryant,3,-2.15,-3.24,
Florida Atlantic,Florida International,9,-1.84,-3.59,
Florida A&M,Coppin State,1,-6.92,-13.75,
Grand Canyon,Utah Valley,10,5.11,2.35,
Grambling,Southern,-8,-3.70,-0.33,
Houston Baptist,McNeese State,11,1.36,-8.96,
Houston,Cincinnati,-9,10.93,14.93,
Georgia Southern,Troy,4,4.52,6.81,
Georgia,Missouri,5,2.59,-2.69,
Georgia Tech,Louisville,-15,1.12,13.67,
Georgia State,South Alabama,1,4.62,0.69,
Purdue,Wisconsin,11,15.26,12.65,
Rider,Niagara,11,-1.11,-3.72,
Samford,Wofford,2,3.68,3.34,
Saint Louis,Davidson,-11,-9.19,3.68,
Nebraska,Northwestern,-8,-0.15,8.22,
Navy,Colgate,12,2.04,-3.96,
North Carolina,North Carolina State,51,15.89,-1.18,
Northern Iowa,Wichita State,-14,-1.48,19.34,
Valparaiso,Detroit Mercy,7,6.89,-7.88,
UCLA,Stanford,14,16.56,-0.62,
Virginia,Wake Forest,17,11.85,4.85,
Vermont,Hartford,31,10.31,-9.97,
Southern California,University of California,-1,5.70,6.92,
Stony Brook,Albany (NY),2,1.33,5.07,
Tulane,Memphis,-21,-8.69,6.22,
George Washington,Richmond,-7,-1.12,1.50,
Drake,Evansville,12,-5.36,1.76,
Illinois-Chicago,Oakland,-1,2.15,7.96,
Holy Cross,Bucknell,-19,-2.21,6.79,
Binghamton,Massachusetts-Lowell,-4,-2.66,-2.57,
Army,Loyola (MD),9,-0.46,-2.54,
Connecticut,Central Florida,15,2.28,6.78,
Maryland-Baltimore County,Maine,11,4.74,-9.28,
Lehigh,American,6,4.65,-7.35,
Minnesota,Ohio State,10,6.88,3.54,
Monmouth,Marist,7,7.64,-10.79,
Iowa,Rutgers,6,2.33,-0.64,
Iona,Canisius,23,4.14,1.36,
Lafayette,Boston University,-16,-8.92,3.78,
Jackson State,Southern,4,-3.41,-0.33,
Grambling,Alcorn State,5,-3.70,0.80,
Hampton,Savannah State,4,-2.52,-8.24,
North Carolina A&T,Maryland-Eastern Shore,-11,-12.63,-5.41,
Saint Peter's,Quinnipiac,4,4.33,-5.04,
Mississippi Valley State,Alabama State,3,-15.41,-7.64,
Arkansas-Pine Bluff,Alabama A&M,16,-10.11,-17.58,
Bethune-Cookman,Coppin State,-3,-7.50,-13.75,
Appalachian State,Arkansas State,13,-0.76,5.59,
Georgia Southern,South Alabama,5,4.52,0.69,
Georgia State,Troy,-3,4.62,6.81,
Coastal Carolina,Arkansas-Little Rock,3,-0.59,0.85,
Georgetown,St. John's (NY),28,4.42,0.63,
Oklahoma,Kansas,-11,-1.42,10.74,
North Carolina Central,Delaware State,-1,11.54,-7.29,
San Diego State,San Jose State,15,6.52,0.64,
Saint Joseph's,George Mason,-8,-3.08,4.81,
Maryland,Indiana,3,8.73,8.59,
Missouri,Auburn,-5,-2.69,0.30,
New Mexico,Nevada-Las Vegas,-5,1.96,-4.42,
Virginia Tech,Syracuse,10,5.19,6.26,
Western Michigan,Toledo,16,-1.69,3.19,
West Virginia,Baylor,21,18.85,11.22,
Southeast Missouri State,Tennessee Tech,5,0.41,-0.45,
Texas Tech,Kansas State,1,8.56,6.70,
Villanova,Xavier,25,14.82,4.11,
Vanderbilt,Kentucky,-6,1.81,15.59,
Buffalo,Ohio,-2,4.15,7.92,
DePaul,Providence,1,-5.04,3.78,
Central Michigan,Akron,-4,4.04,7.70,
Arkansas,Mississippi State,-6,6.44,2.31,
Alabama,Florida,-13,4.19,13.67,
Bowling Green State,Eastern Michigan,-28,-3.00,5.11,
Ball State,Miami (OH),11,4.59,-3.26,
Kent State,Northern Illinois,-4,4.93,2.37,
Manhattan,Niagara,9,-7.64,-3.72,
Florida A&M,Morgan State,-3,-6.92,-4.60,
Fairfield,Canisius,-14,0.84,1.36,
Green Bay,Northern Kentucky,9,3.78,4.32,
Florida State,Duke,16,12.19,13.41,
North Carolina-Asheville,Longwood,21,9.86,-13.37,
Missouri State,Evansville,4,5.62,1.76,
Norfolk State,Savannah State,4,-1.96,-8.24,
Richmond,St. Bonaventure,17,1.50,5.12,
North Carolina Central,Maryland-Eastern Shore,17,11.54,-5.41,
